Title,Course Start,Course End,Application Start Date,Application End Date,Capacity,Fee,Status,Age Eligibility,Location,Institution,Detail
노인일자리의 이해,교육승인일로부터 21일,교육승인일로부터 21일,2023-06-01 , 2025-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['노인일자리의 이해 ']
2023 공공일자리 훑어보기,교육승인일로부터 21일,교육승인일로부터 21일,2023-03-06 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['안전분야', '경비분야', '교통분야', '돌봄분야', '디지털분야']"
장롱면허 되살리기-요양보호사 취업설명회,교육승인일로부터 21일,교육승인일로부터 21일,2023-03-06 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['요양보호사 취업설명회-이론', '요양보호사 취업설명회-실전']"
[채용설명회] 시니어드라이버,교육승인일로부터 21일,교육승인일로부터 21일,2023-03-06 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['시니어드라이버-직무안내', '시니어드라이버-질의응답·업무 프로세스']"
취업 진단도구 활용법,교육승인일로부터 21일,교육승인일로부터 21일,2023-02-10 , 2023-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['취업 진단도구 활용법']
시니어 재취업 자격증 완전정복 - 국민내일배움카드 편,교육승인일로부터 21일,교육승인일로부터 21일,2022-10-18 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['국민내일배움카드 편']
시니어 재취업 자격증 완전정복 - 사무직 분야편,교육승인일로부터 21일,교육승인일로부터 21일,2022-08-11 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['사무직 분야 편']
시니어 재취업 자격증 완전정복 - 운전 분야편,교육승인일로부터 21일,교육승인일로부터 21일,2022-08-09 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['운전 분야편']
시니어 재취업 자격증 완전정복 - 경비·시설 분야편,교육승인일로부터 21일,교육승인일로부터 21일,2022-06-17 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['경비·시설 분야편']
시니어 재취업 자격증 완전정복 - 돌봄 분야편,교육승인일로부터 21일,교육승인일로부터 21일,2022-06-13 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['돌봄 분야편']
방역원교육(입문),교육승인일로부터 21일,교육승인일로부터 21일,2021-12-09 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['방역원교육 1강', '방역원교육 2강']"
병원동행전문가(입문),교육승인일로부터 21일,교육승인일로부터 21일,2021-11-26 , 2024-12-31,200,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['병원동행 서비스의 이해', '사회복지 패러다임의 변화와 노인복지']"
[놀이치료사] 아이의 마음을 여는 놀이치료 첫걸음,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['놀이치료의 의미와 효과', '놀이치료사의 역할과 직무', '놀이치료의 상담환경에 대한 이해', '놀이치료의 과정 - 접수상담의 이론과 실제']"
[여행상품개발자] 기초부터 실무까지,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['여행상품개발자와 관광산업의 이해', '여행상품의 이해', '여행상품의 기획', '여행상품 기획 실전1 - 국내 여행상품', '여행상품 기획 실전2 - 해외 여행상품', '여행상품 기획 실전3 - 축제, MICE', '여행상품 기힉 실전 4 - FIT 여행상품', '여행상품 브랜드', '우수여행상품 분석', '여행상품기획자의 진로']"
[커리어컨설턴트] 실무중심의 커리어컨설팅 상담의 실제,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['내담자 특성별 커리어컨설팅의 실제', '구직 스트레스의 특성 이해', '구직 스트레스 특성과 관리법', '사이버상담의 기법과 실제', '전화상담의 기법과 실제']"
[웃음치료사] 몸과 마음을 치유하는 웃음치료 첫걸음,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['웃음치료의 중요성 및 웃음치료사의 역할', '웃음원리와 웃음치료의 기본원리', '웃음의 건강학과 성공학', '웃음치료 과정', '웃음치료 프로그램 설계와 응용']"
[미술치료사] 그림으로 마음을 읽는 미술치료 첫걸음,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['미술치료의 개념과 미술치료 과정', '미술치료의 세가지 이론적 관점', '미술치료의 장점과 치료목적', '미술치료의 적용대상과 미술치료사의 역할', '아동미술치료 사례']"
[창업] 필수 근로기준법과 인사서식,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['모든 사업장에 적용되는 근로기준법 알아보기', '인사서식구비와 5인 이상 사업장에 적용되는 근로기준법 알기']"
[창업] 분쟁 예방을 위한 창업지식 재산권,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['창업자를 위한 지식재산권 Point', '지식재산권 분쟁땐 이렇게 대응하자']"
[창업] 창업자에게 꼭 필요한 회계세무 기초지식 쌓기,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['창업을 위한 회계 기초 지식 쌓기', '창업을 위한 세무 기초 지식 쌓기']"
[창업] 마케팅 이렇게 시작하라,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['온/오프라인 마케팅에 대한 이해', '온/오프라인 실전 마케팅 전략']"
[창업] 창업 트렌드 분석과 전략적 사업계획서 작성하기,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['창업 생태계와 트렌드 분석', '비즈니스모델 캔버스로 사업계획서 뼈대를 완성하자', '사업계획서 작성에도 전략이 필요하다!', '업종별 사업 계획서 작성 사례보기']"
학습매니저,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['아이들의 눈높이에 맞게 학습 습관을 길러주는, 학습매니저']"
플레이튜터,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['통하는 플레이로 성장하는 아이로, 플레이 튜터']"
독서치료사,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['우리 아이의 잠재력을 이끌어주는, 독서치료사']"
아동요리교실 전문가,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['주부 능력을 십분 발휘하는, 아동요리교실 전문가']"
정리정돈 컨설턴트,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['잡동사니 아웃, 정리정돈 컨설턴트']"
디지털 사진편집가,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['기억에 남는 사진을 재창조하는, 디지털 사진편집가']"
여가 컨설턴트,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['여가문화를 선도하는, 여가 컨설턴트']"
은퇴설계 컨설턴트,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['품위 있는 삶으로 설계해 주는, 은퇴설계 컨설턴트']"
다문화가정 상담사,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['다른 환경-같은 공간, 가족의 이야기를 들어주는 다문화가정 상담사']"
SNS활용능력 지도사,교육승인일로부터 21일,교육승인일로부터 21일,2021-11-24 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['엄지로 세상을 만드는 전문가 SNS활용능력 지도사']
채용 지원서류 작성법 교육,교육승인일로부터 21일,교육승인일로부터 21일,2021-08-06 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 시니어 일자리의 개념', '2강 노인일자리 및 사회활동 지원사업 지원하기', '3강 신중년 일자리 지원하기', '4강 서울시 일자리 지원하기', '5강 기타 사회서비스 일자리 및 민간부문 일자리 지원하기']"
바리스타2급 온라인이론,교육승인일로부터 21일,교육승인일로부터 21일,2021-05-28 , 2024-12-31,500,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강_커피의 기초', '2강_커피 생산국과 특성', '3강_로스팅 기초의 이해', '4강_추출의 정의와 과정', '5강_에스프레소 도구 소개', '6강_에스프레소 추출', '7강_우유스티밍', '8강_핫음료 제조', '9강_아이스음료 제조', '10강_장비청소법']"
직장 내 의사소통법 교육,교육승인일로부터 21일,교육승인일로부터 21일,2021-04-22 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 의사소통의 개념', '2강 사람의 유형 및 특성', '3강 별 문제없는 직장생활① - 의사소통 기법', '4강 별 문제없는 직장생활② - 올바른 감정 전달법', '5강 슬기로운 직장생활을 위한 TIP']"
슬기로운 노무생활,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 임금체불, 어떻게 할까요?\t', '2강 부당해고, 어떻게 할까요?\t', '3강 산업재해, 어떻게 할까요?\t']"
도보배달원 훈련,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 도보배달의 이해\t', '2강 도보배달원 실습 1\t', '3강 도보배달 실습 ', '4강 서비스마인드 ', '5강 서비스 마인드 ']"
웨딩쇼퍼 훈련(NEW),교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 웨딩쇼퍼의 이해', '2강 웨딩쇼퍼의 의무와 스타일\t', '3강 웨딩쇼퍼의 실제 1\t', '4강 웨딩쇼퍼의 실제 2\t', '5강 서비스 마인드\t', '6강 영상으로 보는 현장실습(NEW)']"
바리스타 스킬업,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 맛있는 에스프레소 커피 추출\t', '2강 우유스티밍(마이크로 폼)\t', '3강 우유안정화 및 푸어링 기법\t', '4강 핸드드립 커피 내리는 법\t', '5강 플랫화잍, 롱블랙 제작\t']"
핸드드립 실기,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 추출을 위한 도구별 특징', '2강 커피 배전도와 추출방법', '3강 커피 생산국별 추출방법', '4강 커피 추출 레시피 작성방법\t', '5강 나만의 커피 추출법 개발\t']"
핸드드립 이론,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-29 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['1강 커피의기초', '2강 국가별 커피의 특징', '3강 커피로스팅의 기초 지식', '4강 추출과정의 이해', '5강 도구 설명 및 사용법']"
재취업6하원칙,교육승인일로부터 21일,교육승인일로부터 21일,2021-03-25 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,['1강 재취업6하원칙']
소양교육_온라인 취업준비교육,교육승인일로부터 21일,교육승인일로부터 21일,2021-01-01 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['온라인 취업준비교육 1강', '온라인 취업준비교육 2강', '온라인 취업준비교육 3강', '온라인 취업준비교육 4강', '온라인 취업준비교육 5강']"
슬기로운 직장생활,교육승인일로부터 21일,교육승인일로부터 21일,2021-01-01 , 2024-12-31,100,무료,접수진행중,,온라인,서울시어르신취업지원센터 온라인취업교육포털,"['슬기로운 직장생활 1화', '슬기로운 직장생활 2화', '슬기로운 직장생활 3화', '슬기로운 직장생활 4화', '슬기로운 직장생활 5화']"
